3,XY2,--,,,,
4,XY3,--,,,,
5,,--,,,,
6,,--,,,,
7,XY5,--,,,,
8,XY4,--,,,,
9,XY1,--,,,,
10,XY0,--,,,,
11,,--,,,,
12,,--,,,,
13,,--,,,,
14,,--,,,,
15,,--,,,,
16,,--,,,,
17,,--,,,,
18,,--,,,,
