3,XY1,--,XY1,--,,
4,XY2,--,XY2,--,,
5,,--,,--,,
6,,--,,--,,
7,XY28,--,XY28,--,,
8,XY29,--,XY29,--,,
9,,--,XY31,--,,
10,XY23,--,,--,,
11,,--,,--,,
12,,--,,--,,
13,,--,,--,,
14,,--,,--,,
15,,--,XY4,--,,
16,,--,,--,,
17,,--,,--,,
18,,--,,--,,
