3,X22/Y22,--,X30/Y30,--
4,X23/Y23,--,X0/Y0,--
5,X4/Y4,--,X31/Y31,--
6,X5/Y5,--,X24/Y24,--
7,X1/Y1,--,X28/Y28,--
8,X2/Y2,--,X29/Y29,--
9,X25/Y25,--,,--
10,X18/Y18,--,X20/Y20,--
11,X16/Y16,--,,--
12,X17/Y17,--,,--
13,,--,,--
14,X3/Y3,--,,--
15,,--,,--
16,,--,,--
17,,--,,--
18,,--,,--
