3,Y11,--,X2 / Y8*,--
4,Y1,--,X3 / Y9*,--
5,Y12,--,X8,--
6,Y13,--,X9,--
7,,--,X12/Y5,--
8,,--,X13,--
9,Y10,--,X14,--
10,Y0,--,X15,--
11,X0 / Y6*,--,X0 / Y6*,--
12,X1 / Y7*,--,X1 / Y7*,--
13,Y15,--,X7,--
14,,--,X6,--
15,,--,X5,--
16,Y4,--,,--
17,,--,,--
18,,--,,--
