3,XY6,--,XY6,--
4,XY7,--,XY7,--
5,,--,,--
6,,--,,--
7,XY28,--,XY28,--
8,XY29,--,XY29,--
9,,--,,--
10,,--,,--
11,,--,,--
12,,--,,--
13,,--,,--
14,,--,,--
15,,--,,--
16,,--,,--
17,,--,,--
18,,--,,--
