3, Y15,--,X0/Y6*,--
4, Y14,--,X1/Y17*,--
5,X8/Y24*,--,X2/Y18*,--
6,X9/Y25*,--,X3/Y19*,--
7,X12/Y28*,--,,--
8,X13/Y29*,--,,--
9,X14/Y30*,--,,--
10,X15/Y31*,--,,--
11,,--,,--
12,,--,,--
13,X11/Y27*,--,X11/Y27*,--
14,X10/Y26*,--,X10/Y26*,--
15,X5/Y21*,--,Y9,--
16,X6/Y22*,--,Y6,--
17,X4/Y20*,--,Y8,--
18,X7/Y23*,--,Y7,--
