3,XY8,--,XY24,--
4,XY9,--,XY25,--
5,XY16,--,XY10,--
6,XY17,--,XY11,--
7,XY14,--,XY20,--
8,XY15,--,XY21,--
9,XY6,--,XY12,--
10,XY7,--,XY13,--
11,,--,,--
12,,--,,--
13,XY19,--,,--
14,XY18,--,,--
15,,--,XY29,--
16,,--,XY30,--
17,,--,XY28,--
18,,--,XY31,--
