3,Y1,X1
4,Y2,X2
5,Y3,X3
6,Y4,X4
7,X1,PWM: IS31FL3728
8,X2,NC
9,X3,NC
10,X4,NC
11,SDA,NC
12,SCL,NC
13,NC,NC
14,NC,NC
15,NC,NC
16,NC,NC
17,NC,NC
18,NC,NC
