3,Y1,X1
4,Y2,X2
5,Y3,X3
6,Y4,NC
7,X1,LED ROW1
8,X2,LED ROW2
9,X3,LED ROW3
10,NC,LED ROW4
11,NC,NC
12,NC,NC
13,NC,NC
14,NC,NC
15,LED COL 1,NC
16,LED COL 2,NC
17,LED COL 3,NC
18,LED COL 4,NC
