3,Y5: Driven Shield
4,Y1: Button 1
5,LED0: Slider
6,LED6: Button 1
7,Y2: Slider
8,Y3: Slider
9,Y4: Slider
10,Y0: Button 2
11,LED7: Button 2
12,LED1: Slider
13,NC
14,NC
15,LED2: Slider
16,LED3: Slider
17,LED4: Slider
18,LED5: Slider
