7,RD0,--
8,RD1,--
9,RB2,--
10,RB1,--
11,RC4,--
12,RC5,--
13,RC6,--
14,RD4,--
15,GND,--
16,RB0,--
17,RB3,--
18,RE2,--
19,RC7,--
20,RC2,--
21,RC3,--
22,RD2,--
23,RD3,--
24,GND,--
25,RF0,--
26,RF1,--
27,RF2,--
28,RF3,--
29,RA6,--
30,RA7,--
31,RE0,--
32,RE1,--
33,GND,--
34,RF4,--
35,RF5,--
36,RF6,--
37,RF7,--
38,RA4,--
39,RD5,--
40,RD6,--
41,RD7,--
42,GND,--
43,RA0,--
44,RA1,--
45,RA2,--
46,RB4,--
47,RB5,--
48,RA5,--
49,RC0,--
50,RC1,--
