7,PA1,--
8,PA2,--
9,PB1(XY4),--
10,PB0(XY5),--
11,PC2(XY8),--
12,PC1(XY7),--
13,PC0(XY6),--
14,PC3(XY9),--
15,GND,--
16,PB2,--
17,PB3,--
40,PB7,--
41,PB6,--
42,GND,--
43,PB5(XY12),--
44,PA7(XY3),--
45,PA6(XY2),--
46,PA5(XY1),--
47,PB4(XY13),--
48,PA4(XY0),--
49,PC4(XY10),--
50,PC5(XY11),--
