7,PB4,--
8,PB3,--
9,PC8,--
10,PC9,--
11,PC0,--
12,PC1,--
13,PC2,--
14,PC3,--
15,GND,--
16,PC4,--
17,PC5,--
18,PC6,--
19,PC7,--
20,PC10,--
21,PC11,--
22,PC12,--
23,PC13,--
24,GND,--
25,PB1,--
26,PB0,--
27,PD10,--
28,PD13,--
35,PA0,--
36,PB2,--
37,PB7,--
38,PB8,--
39,PB9,--
40,PA4,--
41,PA3,--
42,PA2,--
43,GND,--
44,PB15,--
45,PB14,--
46,PB13,--
47,PB12,--
48,PB11,--
49,PB10,--
50,PD8,--
51,PD1,--
52,GND,--
53,PA1,--
